success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,6125,"13°15'57.9"" N","107°38'38.6"" E","13°15'41.4"" N","107°38'40.6"" E",82.24658203125,0.5268726629273505,0.4315393239061828,0.12095228200840669,0.8703703703703703,0.0734375,0.13544668587896255,0.1883407339715702
True,6126,"13°15'59.1"" N","107°40'09.0"" E","13°15'44.6"" N","107°40'39.9"" E",82.24658203125,0.5595238095238095,0.5294707464886294,0.14565657597045317,0.0,0.0,0.0,0.5780238095238095
True,6127,"13°16'00.3"" N","107°41'39.4"" E","13°15'14.7"" N","107°42'35.3"" E",83.0770263671875,0.698208847698784,0.4553571503198978,0.20135798261532434,0.7962962962962963,0.39570552147239263,0.5286885245901639,0.6369175291248441
True,6128,"13°16'01.5"" N","107°43'09.9"" E","13°15'50.8"" N","107°43'19.9"" E",81.82992553710938,0.6337007242566387,0.2933694191343088,0.19095028926257712,0.9047619047619048,0.2665330661322645,0.4117647058823529,0.6158741706838373
True,6129,"13°16'02.6"" N","107°44'40.3"" E","13°15'59.7"" N","107°45'07.2"" E",84.72705078125,0.5464684014869888,0.37409002864419993,0.132125814466585,0.0,0.0,0.0,0.5708684014869889
True,6130,"13°16'03.8"" N","107°46'10.8"" E","13°14'53.9"" N","107°46'44.7"" E",84.31588745117188,0.5560821484992101,0.453238496695342,0.12762076421036753,1.0,0.11058451816745656,0.19914651493598862,0.5841821484992101
True,6131,"13°16'04.9"" N","107°47'41.2"" E","13°15'32.9"" N","107°48'49.0"" E",83.49087524414062,0.5504201680672269,0.45811518689576797,0.12306176246513689,1.0,0.09915966386554621,0.1804281345565749,0.5771701680672269
True,6132,"13°16'06.0"" N","107°49'11.7"" E","13°15'49.6"" N","107°49'54.5"" E",83.0770263671875,0.5803556414496622,0.3848036440811476,0.14130295556376976,0.8113207547169812,0.16226415094339622,0.27044025157232704,0.4723733700962074
True,6133,"13°16'07.2"" N","107°50'42.1"" E","13°14'49.6"" N","107°52'17.8"" E",83.49087524414062,0.5642605633802817,0.3074429796809913,0.1325069987632193,1.0,0.1267605633802817,0.22499999999999998,0.5890105633802818
True,6134,"13°16'08.3"" N","107°52'12.6"" E","13°15'50.8"" N","107°53'45.3"" E",83.90380859375,0.5931634691365778,0.46766413624127207,0.11905066944364429,0.8591549295774648,0.18429003021148035,0.3034825870646766,0.5374729377761922
True,6135,"13°16'09.4"" N","107°53'43.0"" E","13°15'34.5"" N","107°54'22.9"" E",84.72705078125,0.5487779243526053,0.2745184963892503,0.17622306065567145,0.45588235294117646,0.10896309314586995,0.175886524822695,0.25678691234754825
True,6136,"13°16'10.5"" N","107°55'13.5"" E","13°15'32.7"" N","107°56'35.2"" E",85.54669189453125,0.6614666418501978,0.2757420861785824,0.1731408326951638,0.3012912482065997,0.37906137184115524,0.3357314148681055,0.3169384832177243
True,6137,"13°16'11.6"" N","107°56'43.9"" E","13°15'54.1"" N","107°57'16.8"" E",84.72705078125,0.5728571428571428,0.49845915278613,0.13272267771813115,1.0,0.14285714285714285,0.25,0.5878071428571428
